0, 0, 0, 79
0, 0, 0, 79
0, 0, 0, 79
0, 0, 0, 79
0, 0, 0, 79
0, 0, 0, 79
0, 0, 0, 71
0, 0, 0, 79
0, 0, 0, 80
0, 0, 0, 80
0, 0, 0, 79
0, 0, 0, 79
0, 0, 0, 79
0, 0, 0, 79
0, 0, 0, 93
0, 0, 0, 155
0, 0, 0, 214
0, 0, 0, 252
0, 0, 0, 182
0, 0, 0, 91
0, 0, 0, 43
0, 0, 0, 28
0, 0, 0, 14
0, 0, 0, 15
0, 0, 0, 23
0, 0, 0, 15
0, 0, 0, 16
0, 0, 0, 16
0, 0, 0, 16
0, 0, 0, 15
0, 0, 0, 15
0, 0, 0, 15
0, 0, 0, 7
0, 0, 0, 13
0, 0, 0, 28
0, 0, 0, 107
0, 0, 0, 214
0, 0, 0, 153
0, 0, 0, 72
0, 0, 0, 48
0, 0, 0, 39
0, 0, 0, 66
0, 0, 0, 61
0, 0, 0, 106
0, 0, 0, 139
0, 0, 0, 65
0, 0, 0, 57
0, 0, 0, 40
0, 0, 0, 16
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 33
0, 0, 0, 48
0, 0, 0, 57
0, 0, 0, 65
0, 0, 0, 149
0, 0, 0, 106
0, 0, 0, 70
0, 0, 0, 67
0, 0, 0, 40
0, 0, 0, 55
0, 0, 0, 100
0, 0, 0, 243
0, 0, 0, 137
0, 0, 0, 27
0, 0, 0, 6
0, 0, 0, 15
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 8
0, 0, 0, 16
0, 0, 0, 15
0, 0, 0, 21
0, 0, 0, 191
0, 0, 0, 139
0, 0, 0, 56
0, 0, 0, 31
0, 0, 0, 66
0, 0, 0, 73
0, 0, 0, 139
0, 0, 0, 99
0, 0, 0, 49
0, 0, 0, 40
0, 0, 0, 25
